Title,Source,DOI,Year,Authenticus DT,WOS:000070984900003,Authenticus ID,Institution,NUTS II
Effects of dietary arachidonic acid on cortisol production and gene expression in stress response in Senegalese sole (Solea senegalensis) post-larvae,FISH PHYSIOLOGY AND BIOCHEMISTRY,10.1007/s10695-013-9778-6,2013,Article,WOS:000324339500015,P-006-73B,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE; AREA METROPOLITANA DE LISBOA
In vitro evaluation of the effect of a high plant protein diet and nucleotide supplementation on intestinal integrity in meagre (Argyrosomus regius),FISH PHYSIOLOGY AND BIOCHEMISTRY,10.1007/s10695-013-9790-x,2013,Article,WOS:000324339500027,P-006-73C,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE
IODINE FORTIFICATION OF FARMED FISH FILLETS: A HEALTHY WAY TO PREVENT IODINE DEFICIENCY,ANNALS OF NUTRITION AND METABOLISM,NULL,2013,Abstract,WOS:000324548205097,P-00N-DX1,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE; AREA METROPOLITANA DE LISBOA
"Identification of molecular and physiological responses to chronic environmental challenge in an invasive species: the Pacific oyster, Crassostrea gigas",ECOLOGY AND EVOLUTION,10.1002/ece3.719,2013,Article,WOS:000324932600008,P-006-7F7,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE
Effect of varying dietary levels of LC-PUFA and vegetable oil sources on performance and fatty acids of Senegalese sole post larvae: Puzzling results suggest complete biosynthesis pathway from C18 PUFA to DHA,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY,10.1016/j.cbpb.2013.10.001,2014,Article,WOS:000329019800007,P-008-FMV,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE; AREA METROPOLITANA DE LISBOA
VMS-based fishing effort and population demographics for the European squid (Loligo vulgaris) off the Portuguese coast,HYDROBIOLOGIA,10.1007/s10750-013-1736-x,2014,Article,WOS:000330644400013,P-009-39C,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE; AREA METROPOLITANA DE LISBOA
Identification of Potential Essential Fish Habitats for Skates Based on Fishers' Knowledge,ENVIRONMENTAL MANAGEMENT,10.1007/s00267-014-0257-3,2014,Article,WOS:000334176700008,P-009-ANH,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE; AREA METROPOLITANA DE LISBOA
New formulated diets for Solea senegalensis broodstock: Effects of parental nutrition on biosynthesis of long-chain polyunsaturated fatty acids and performance of early larval stages and juvenile fish,AQUACULTURE,10.1016/j.aquaculture.2014.04.033,2014,Article,WOS:000342247200049,P-009-VBD,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE; AREA METROPOLITANA DE LISBOA
"Environmental and fishery-driven dynamics of the common octopus (Octopus vulgaris) based on time-series analyses from leeward Algarve, southern Portugal",ICES JOURNAL OF MARINE SCIENCE,10.1093/icesjms/fst189,2014,Article,WOS:000343317100023,P-009-XHS,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE; AREA METROPOLITANA DE LISBOA
The effect of enriched diets on Solea senegalensis sperm quality,AQUACULTURE,10.1016/j.aquaculture.2014.09.025,2015,Article,WOS:000345229500027,P-009-X85,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE
Weight-length and length-length relationships for reef fish species from the Cape Verde Archipelago (tropical north-eastern Atlantic),JOURNAL OF APPLIED ICHTHYOLOGY,10.1111/jai.12497,2015,Article,WOS:000347787000043,P-00A-4SK,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE; AREA METROPOLITANA DE LISBOA
Development of a responsive fisheries management system for the Portuguese crustacean bottom trawl fishery: Lessons learnt,MARINE POLICY,10.1016/j.marpol.2014.10.013,2015,Article,WOS:000349060800003,P-009-Y2Y,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE; AREA METROPOLITANA DE LISBOA
Effects of hook and bait in a tropical northeast Atlantic pelagic longline fishery: Part I-Incidental sea turtle bycatch,FISHERIES RESEARCH,10.1016/j.fishres.2014.11.008,2015,Article,WOS:000349737300036,P-00A-5XX,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE
"Effects of hook and bait in a tropical northeast Atlantic pelagic longline fishery: Part II-Target, bycatch and discard fishes",FISHERIES RESEARCH,10.1016/j.fishres.2014.11.009,2015,Article,WOS:000349737300037,P-00A-5XY,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE
High Connectivity of the Crocodile Shark between the Atlantic and Southwest Indian Oceans: Highlights for Conservation,PLOS ONE,10.1371/journal.pone.0117549,2015,Article,WOS:000350322700053,P-00A-93C,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE
Acidification effects on biofouling communities: winners and losers,GLOBAL CHANGE BIOLOGY,10.1111/gcb.12841,2015,Article,WOS:000353220500013,P-00A-C4P,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE
Using biological variables and reproductive strategy of the undulate ray Raja undulata to evaluate productivity and susceptibility to exploitation,JOURNAL OF FISH BIOLOGY,10.1111/jfb.12653,2015,Article,WOS:000354211000002,P-00A-D0V,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE; AREA METROPOLITANA DE LISBOA
Microsatellite loci in the oceanic whitetip shark and cross-species amplification using pyrosequencing technology,CONSERVATION GENETICS RESOURCES,10.1007/s12686-015-0435-5,2015,Article,WOS:000354213300069,P-00G-3JQ,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE
Micro-anatomical characterization of vertebral curvatures in Senegalese sole Solea senegalensis,JOURNAL OF FISH BIOLOGY,10.1111/jfb.12686,2015,Article,WOS:000355628700008,P-00G-626,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE
Is Europe ready for a results-based approach to fisheries management? The voice of stakeholders,MARINE POLICY,10.1016/j.marpol.2015.02.006,2015,Article,WOS:000356750500012,P-00A-997,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE; AREA METROPOLITANA DE LISBOA
"A 12,000-yr pollen record off Cape Hatteras - Pollen sources and mechanisms of pollen dispersion",MARINE GEOLOGY,10.1016/j.margeo.2015.06.003,2015,Article,WOS:000358389600009,P-00G-BT9,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE; AREA METROPOLITANA DE LISBOA
Perceived impact of offshore aquaculture area on small-scale fisheries: A fuzzy logic model approach,FISHERIES RESEARCH,10.1016/j.fishres.2015.05.030,2015,Article,WOS:000359032900027,P-00G-J7F,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE; AREA METROPOLITANA DE LISBOA; NORTE
"Pan-Atlantic distribution patterns and reproductive biology of the bigeye thresher, Alopias superciliosus",REVIEWS IN FISH BIOLOGY AND FISHERIES,10.1007/s11160-015-9389-7,2015,Article,WOS:000359162600008,P-00G-5VC,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE
"Effect of vegetable based diets on growth, intestinal morphology, activity of intestinal enzymes and haematological stress indicators in meagre (Argyrosomus regius)",AQUACULTURE,10.1016/j.aquaculture.2014.12.017,2015,Review,WOS:000359496700013,P-00G-FR5,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE
Effects of 17/0 circle hooks and bait on fish catches in a Southern Atlantic swordfish longline fishery,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,10.1002/aqc.2443,2015,Article,WOS:000360445100005,P-00G-30A,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE
Survival of trawl-caught Norway lobster (Nephrops norvegicus L.) after capture and release-Potential effect of codend mesh type on survival,FISHERIES RESEARCH,10.1016/j.fishres.2015.07.038,2015,Article,WOS:000362138700043,P-00G-JGQ,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE; AREA METROPOLITANA DE LISBOA
Habitat suitability modelling of four terrestrial slug species in the Iberian Peninsula (Arionidae: Geomalacus species),JOURNAL OF MOLLUSCAN STUDIES,10.1093/mollus/eyv018,2015,Article,WOS:000363518100001,P-00G-V6E,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE; AREA METROPOLITANA DE LISBOA
Modeling age and growth of the bigeye thresher (Alopias superciliosus) in the Atlantic Ocean,FISHERY BULLETIN,10.7755/fb.113.9,2015,Article,WOS:000364610900009,P-00G-PJ5,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE
Coccolithophore variability from the Shackleton Site (IODP Site U1385) through MIS 16-10,GLOBAL AND PLANETARY CHANGE,10.1016/j.gloplacha.2015.07.009,2015,Article,WOS:000365053700005,P-00G-FAC,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE; AREA METROPOLITANA DE LISBOA
Mediterranean Outflow and surface water variability off southern Portugal during the early Pleistocene: A snapshot at Marine Isotope Stages 29 to 34 (1020-1135 ka),GLOBAL AND PLANETARY CHANGE,10.1016/j.gloplacha.2015.08.015,2015,Article,WOS:000365053700020,P-00G-MCG,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE; AREA METROPOLITANA DE LISBOA
Habitat use and diel vertical migration of bigeye thresher shark: Overlap with pelagic longline fishing gear,MARINE ENVIRONMENTAL RESEARCH,10.1016/j.marenvres.2015.10.009,2015,Article,WOS:000367021700012,P-00J-Z9N,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE
"An approach to the economic value of diving sites: artificial versus natural reefs off Sal Island, Cape Verde",JOURNAL OF APPLIED ICHTHYOLOGY,10.1111/jai.12953,2015,Article,WOS:000367072400010,P-00J-Z97,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE; AREA METROPOLITANA DE LISBOA
"A Pliocene to recent history of the Bering Sea at Site U1340A, IODP Expedition 323",PALEOCEANOGRAPHY,10.1002/2015pa002866,2015,Article,WOS:000368909400004,P-00K-3XA,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE; AREA METROPOLITANA DE LISBOA
"Efficiency of 2-phenoxyethanol and Clove Oil for Reducing Handling Stress in Reared Meagre, Argyrosomus regius (Pisces: Sciaenidae)",JOURNAL OF THE WORLD AQUACULTURE SOCIETY,10.1111/jwas.12245,2016,Article,WOS:000369172800007,P-00K-3KB,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE
The EU landing obligation and European small-scale fisheries: What are the odds for success?,MARINE POLICY,10.1016/j.marpol.2015.11.008,2016,Article,WOS:000369205000009,P-00G-WRC,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE; AREA METROPOLITANA DE LISBOA
Planktic foraminiferal responses to orbital scale oceanographic changes off the western Iberian margin over the last 900 kyr: Results from IODP site U1391,GLOBAL AND PLANETARY CHANGE,10.1016/j.gloplacha.2015.10.002,2015,Article,WOS:000370207600004,P-00K-3X4,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE; AREA METROPOLITANA DE LISBOA
"Structure and Genetic Variability of the Oceanic Whitetip Shark, Carcharhinus longimanus, Determined Using Mitochondrial DNA",PLOS ONE,10.1371/journal.pone.0155623,2016,Article,WOS:000376282300051,P-00K-GPW,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE
Quaternary chronostratigraphic framework and sedimentary processes for the Gulf of Cadiz and Portuguese Contourite Depositional Systems derived from Natural Gamma Ray records,MARINE GEOLOGY,10.1016/j.margeo.2015.12.005,2016,Article,WOS:000378430500003,P-00K-MAH,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE; AREA METROPOLITANA DE LISBOA
The abrupt onset of the modern South Asian Monsoon winds,SCIENTIFIC REPORTS,10.1038/srep29838,2016,Article,WOS:000379923000001,P-00K-P2T,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE; AREA METROPOLITANA DE LISBOA
Can Senegalese sole post-larvae effectively grow on low dietary DHA and lipid levels during weaning?,AQUACULTURE,10.1016/j.aquaculture.2016.05.027,2016,Article,WOS:000381010800031,P-00K-TJH,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE; AREA METROPOLITANA DE LISBOA
Climate variability across the last deglaciation in NW Iberia and its margin,QUATERNARY INTERNATIONAL,10.1016/j.quaint.2015.08.073,2016,Article,WOS:000383792900002,P-00M-3D6,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE; AREA METROPOLITANA DE LISBOA
Palaeohydrological changes over the last 50 ky in the central Gulf of Cadiz: complex forcing mechanisms mixing multi-scale processes,BIOGEOSCIENCES,10.5194/bg-13-5357-2016,2016,Article,WOS:000383966800001,P-00M-3AR,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE; AREA METROPOLITANA DE LISBOA
How functional traits of estuarine macrobenthic assemblages respond to metal contamination?,ECOLOGICAL INDICATORS,10.1016/j.ecolind.2016.07.019,2016,Article,WOS:000388157900065,P-00M-8VX,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE; AREA METROPOLITANA DE LISBOA
Fuel efficiency in trawlers under different fishing tactics using a consumption model and VMS data: A case-study for the Portuguese fleet,"SUSTAINABLE MARITIME TRANSPORTATION AND EXPLOITATION OF SEA RESOURCES, VOL 2",NULL,2012,Proceedings Paper,WOS:000392426100053,P-00N-DZ5,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE; AREA METROPOLITANA DE LISBOA
An experimental study of gill net and trammel net 'ghost fishing' off the Algarve (southern Portugal),MARINE ECOLOGY PROGRESS SERIES,10.3354/meps158257,1997,Article,WOS:A1997YK60700024,P-001-CRC,Universidade do Algarve; Instituto Português do Mar e da Atmosfera,ALGARVE
"Histochemistry of carbohydrates, proteins and lipids during swimbladder development in seabream, Sparus aurata and seabass, Dicentrarchus labrax",EUROPEAN JOURNAL OF HISTOCHEMISTRY,NULL,1997,Article,WOS:000071117800005,P-001-CD0,Universidade do Algarve,ALGARVE
Development of osteological structures in the sea bream: vertebral column and caudal fin complex,JOURNAL OF FISH BIOLOGY,10.1111/j.1095-8649.1998.tb01548.x,1998,Article,WOS:000071516200002,P-001-9BK,Universidade do Algarve,ALGARVE
Starvation percentages in field caught Sardina pilchardus larvae off southern Portugal,SCIENTIA MARINA,NULL,1997,Article,WOS:000072486100009,P-001-A94,Universidade do Algarve,ALGARVE
Species and size selectivity in a 'red' sea bream longline 'metier' in the Algarve (southern Portugal),AQUATIC LIVING RESOURCES,10.1016/s0990-7440(99)80025-4,1998,Article,WOS:000072864900001,P-001-8R9,Universidade do Algarve,ALGARVE
Cadmium and metallothionein turnover in different tissues of the gastropod Littorina littorea,TALANTA,10.1016/s0039-9140(97)00344-5,1998,Article,WOS:000073450700006,P-001-7W7,Universidade do Algarve,ALGARVE
An alternative methodology for fitting selectivity curves to pre-defined distributions,FISHERIES RESEARCH,10.1016/s0165-7836(97)00103-3,1998,Article,WOS:000073629600008,P-001-85V,Universidade do Algarve,ALGARVE
Nutritional condition and starvation in Sardina pilchardus (L.) larvae off southern Portugal compared with some environmental factors,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,10.1016/s0022-0981(97)00212-8,1998,Article,WOS:000074228300010,P-001-7K0,Universidade do Algarve,ALGARVE
Comparison of metallothionein induction in response to cadmium in the gills of the bivalve molluscs Mytilus galloprovincialis and Ruditapes decussatus,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/s0048-9697(98)00059-x,1998,Article,WOS:000074280500011,P-001-7NZ,Universidade do Algarve,ALGARVE
A preliminary model for dynamic simulation of growth in fish larvae: application to the African catfish (Clarias gariepinus) and turbot (Scophthalmus maximus),AQUACULTURE,10.1016/s0044-8486(98)00232-4,1998,Article,WOS:000074506700004,P-001-83G,Universidade do Algarve,ALGARVE
Control of gamete release in fucoid algae: Sensing hydrodynamic conditions via carbon acquisition,ECOLOGY,10.1890/0012-9658(1998)079,1998,Article,WOS:000074853000022,P-001-7HK,Universidade do Algarve,ALGARVE
Variable natural mortality rate of juvenile Norwegian spring-spawning herring (Clupea harengus L.) in the Barents Sea,ICES JOURNAL OF MARINE SCIENCE,10.1006/jmsc.1997.0346,1998,Article,WOS:000074867800010,P-001-7S6,Universidade do Algarve,ALGARVE
Relevance of cod (Gadus morhua L.) predation for inter-cohort variability in mortality of juvenile Norwegian spring-spawning herring (Clupea harengus L.),ICES JOURNAL OF MARINE SCIENCE,10.1006/jmsc.1997.0347,1998,Article,WOS:000074867800012,P-001-7S7,Universidade do Algarve,ALGARVE
"Histochemical study of skin and gills of Senegal sole, Solea senegalensis larvae and adults",HISTOLOGY AND HISTOPATHOLOGY,NULL,1998,Article,WOS:000075075100016,P-001-7J8,Universidade do Algarve,ALGARVE
Amino acid profiles and amino acid utilization in larval African catfish (Clarias gariepinus): effects of ontogeny and temperature,FISH PHYSIOLOGY AND BIOCHEMISTRY,10.1023/a:1007738228055,1998,Article,WOS:000075583600005,P-001-7HZ,Universidade do Algarve,ALGARVE
Parathyroid hormone-related protein in lower vertebrates,CLINICAL AND EXPERIMENTAL PHARMACOLOGY AND PHYSIOLOGY,10.1111/j.1440-1681.1998.tb02290.x,1998,Article,WOS:000075689600020,P-001-74X,Universidade do Algarve,ALGARVE
